Time[s];Supply_P[bar];EPU_P[bar];R1_P[bar];R2_P[bar];R3_P[bar];V1_P[bar];V2_P[bar];T1_P[bar]
6.0623;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0633;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0643;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0653;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0663;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0673;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0683;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0693;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0703;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0713;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0723;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0733;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0743;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0753;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0763;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0773;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0783;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0793;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0803;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0813;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0823;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0833;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0843;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0853;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0863;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0873;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0883;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0893;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0903;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0913;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0923;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0933;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0943;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0953;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0963;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0973;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0983;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0993;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1003;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1013;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1023;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1033;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1043;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1053;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1063;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1073;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1083;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1093;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1103;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1113;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1123;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1133;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1143;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1153;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1163;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1173;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1183;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1193;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1203;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1213;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1223;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1233;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1243;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1253;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1263;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1273;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1283;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1293;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1303;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1313;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1323;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1333;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1343;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1353;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1363;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1373;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1383;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1393;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1403;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1413;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1423;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1433;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1443;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1453;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1463;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1473;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1483;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1493;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1503;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1513;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1523;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1533;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1543;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1553;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1563;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1573;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1583;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1593;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1603;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1613;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1623;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1633;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1643;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1653;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1663;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1673;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1683;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1693;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1703;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1713;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1723;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1733;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1743;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1753;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1763;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1773;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1783;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1793;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1803;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1813;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1823;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1833;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1843;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1853;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1863;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1873;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1883;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1893;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1903;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1913;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1923;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1933;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1943;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1953;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1963;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1973;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1983;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.1993;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2003;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2013;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2023;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2033;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2043;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2053;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2063;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2073;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2083;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2093;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2103;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2113;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2123;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2133;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2143;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2153;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2163;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2173;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2183;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2193;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2203;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2213;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2223;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2233;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2243;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2253;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2263;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2273;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2283;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2293;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2303;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2313;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2323;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2333;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2343;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2353;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2363;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2373;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2383;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2393;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2403;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2413;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2423;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2433;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2443;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2453;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2463;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2473;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2483;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2493;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2503;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2513;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2523;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2533;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2543;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2553;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2563;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2573;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2583;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2593;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2603;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2613;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2623;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2633;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2643;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2653;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2663;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2673;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2683;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2693;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2703;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2713;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2723;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2733;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2743;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2753;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2763;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2773;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2783;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2793;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2803;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2813;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2823;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2833;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2843;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2853;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2863;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2873;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2883;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2893;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2903;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2913;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2923;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2933;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2943;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2953;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2963;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2973;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2983;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.2993;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3003;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3013;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3023;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3033;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3043;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3053;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3063;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3073;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3083;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3093;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3103;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3113;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3123;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3133;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3143;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3153;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3163;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3173;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3183;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3193;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3203;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3213;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3223;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3233;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3243;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3253;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3263;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3273;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3283;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3293;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3303;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3313;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3323;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3333;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3343;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3353;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3363;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3373;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3383;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3393;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3403;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3413;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3423;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3433;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3443;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3453;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3463;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3473;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3483;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3493;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3503;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3513;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3523;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3533;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3543;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3553;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3563;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3573;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3583;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3593;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3603;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3613;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3623;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3633;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3643;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3653;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3663;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3673;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3683;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3693;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.3703;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
