Time[s];Supply_P[bar];Exhaust_P[bar];R1_P[bar];V1_P[bar];V2_P[bar];T1_P[bar]
9.5003;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5015;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5028;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5040;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5053;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5065;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5078;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5090;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5103;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5115;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5128;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5140;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5153;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5165;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5178;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5190;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5203;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5215;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5228;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5240;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5253;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5265;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5278;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5290;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5303;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5315;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5328;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5340;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5353;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5365;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5378;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5390;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5403;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5415;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5428;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5440;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5453;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5465;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5478;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5490;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5503;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5515;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5528;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5540;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5553;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5565;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5578;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5590;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5603;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5615;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5628;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5640;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5653;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5665;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5678;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5690;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5703;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5715;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5728;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5740;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5753;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5765;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5778;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5790;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5803;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5815;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5828;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5840;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5853;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5865;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5878;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5890;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5903;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5915;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5928;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5940;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5953;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5965;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5978;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.5990;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6003;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6015;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6028;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6040;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6053;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6065;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6078;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6090;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6103;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6115;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6128;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6140;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6153;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6165;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6178;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6190;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6203;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6215;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6228;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6240;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6253;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6265;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6278;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6290;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6303;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6315;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6328;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6340;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6353;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6365;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6378;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6390;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6403;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6415;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6428;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6440;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6453;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6465;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6478;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6490;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6503;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6515;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6528;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6540;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6553;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6565;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6578;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6590;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6603;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6615;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6628;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6640;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6653;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6665;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6678;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6690;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6703;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6715;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6728;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6740;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6753;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6765;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6778;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6790;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6803;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6815;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6828;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6840;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6853;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6865;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6878;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6890;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6903;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6915;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6928;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6940;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6953;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6965;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6978;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.6990;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7003;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7015;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7028;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7040;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7053;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7065;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7078;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7090;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7103;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7115;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7128;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7140;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7153;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7165;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7178;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7190;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7203;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7215;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7228;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7240;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7253;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7265;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7278;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7290;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7302;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7315;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7327;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7340;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7352;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7365;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7377;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7390;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7402;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7415;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7427;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7440;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7452;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7465;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7477;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7490;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7502;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7515;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7527;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7540;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7552;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7565;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7577;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7590;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7602;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7615;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7627;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7640;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7652;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7665;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7677;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7690;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7702;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7715;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7727;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7740;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7752;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7765;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7777;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7790;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7802;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7815;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7827;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7840;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7852;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7865;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7877;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7890;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7902;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7915;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7927;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7940;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7952;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7965;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7977;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.7990;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8002;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8015;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8027;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8040;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8052;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8065;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8077;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8090;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8102;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8115;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8127;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8140;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8152;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8165;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8177;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8190;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8202;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8215;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8227;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8240;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8252;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8265;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8277;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8290;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8302;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8315;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8327;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8340;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8352;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8365;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8377;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8390;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8402;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8415;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8427;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8440;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8452;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8465;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8477;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8490;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8502;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8515;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8527;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8540;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8552;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8565;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8577;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8590;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8602;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8615;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8627;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8640;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8652;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8665;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8677;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8690;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8702;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8715;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8727;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8740;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8752;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8765;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8777;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8790;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8802;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8815;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8827;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8840;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8852;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8865;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8877;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8890;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8902;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8915;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8927;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8940;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8952;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8965;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8977;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.8990;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9002;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9015;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9027;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9040;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9052;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9065;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9077;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9090;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9102;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9115;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9127;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9140;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9152;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9165;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9177;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9190;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9202;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9215;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9227;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9240;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9252;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9265;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9277;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9290;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9302;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9315;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9327;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9340;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9352;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9365;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9377;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9390;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9402;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9415;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9427;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9440;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9452;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9465;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9477;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9490;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9502;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9515;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9527;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9540;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9552;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9565;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9577;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9590;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9602;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9615;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9627;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9640;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9652;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9665;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9677;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9690;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9702;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9715;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9727;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9740;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9752;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9765;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9777;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9790;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9802;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9815;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9827;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9840;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9852;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9865;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9877;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9890;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9902;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9915;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9927;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9940;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9952;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.9965;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
